Accident_ID,Date,Time,Location,Weather_Condition,Road_Surface,Light_Condition,Number_of_Vehicles,Number_of_Casualties,Accident_Severity,Vehicle_Type,Driver_Age,Driver_Gender,Speed_Limit,Alcohol_Involved,Cause_of_Accident
620,2025-03-25,03:09:14,Jasontown,Snow,Snowy,Daylight,1,0,Serious,Bicycle,53,Male,90,Yes,Overspeeding
621,2024-06-20,02:20:43,West Kenneth,Clear,Wet,Daylight,2,2,Serious,Car,40,Male,90,No,Bad Weather
622,2024-03-01,19:25:14,Mcleantown,Stormy,Dry,Dark without lights,3,1,Minor,Bus,59,Female,70,No,Bad Weather
623,2023-07-30,08:47:00,Watsonport,Rainy,Dry,Dark with street lights,3,1,Minor,Motorbike,28,Female,110,Yes,Overspeeding
624,2025-01-04,09:10:13,Lake Barry,Fog,Dry,Daylight,4,4,Minor,Bus,22,Female,70,No,Mechanical Failure
625,2023-04-29,06:34:36,South Michael,Rainy,Icy,Dark with street lights,1,5,Serious,Motorbike,25,Female,110,Yes,Other
626,2024-08-25,18:00:54,Smithfort,Clear,Icy,Dark without lights,1,2,Serious,Bicycle,72,Female,70,No,Distracted Driving
627,2024-04-08,10:19:31,Micheleside,Snow,Wet,Dark without lights,4,3,Minor,Motorbike,62,Female,30,No,Other
628,2024-09-03,19:50:49,Reedfort,Stormy,Snowy,Daylight,1,2,Serious,Car,78,Female,110,Yes,Other
629,2025-04-18,19:14:49,Coxmouth,Stormy,Snowy,Dark without lights,5,4,Fatal,Truck,47,Male,110,No,Drunk Driving
630,2023-11-02,03:10:48,Port Lauramouth,Rainy,Wet,Dark with street lights,4,0,Fatal,Car,59,Female,70,Yes,Drunk Driving
631,2024-02-04,02:53:02,East Christopherborough,Windy,Icy,Dark without lights,3,5,Fatal,Car,28,Male,50,No,Bad Weather
632,2023-10-15,19:45:48,Sergiotown,Snow,Dry,Dark without lights,1,0,Serious,Truck,80,Male,50,No,Other
633,2025-04-06,13:33:28,South Randy,Snow,Snowy,Daylight,5,1,Fatal,Bus,59,Female,90,No,Bad Weather
634,2023-12-24,16:37:06,Lopezville,Stormy,Snowy,Dark without lights,5,4,Fatal,Truck,55,Female,30,Yes,Bad Weather
635,2024-04-19,12:50:55,South Gary,Stormy,Wet,Dark with street lights,5,1,Minor,Bicycle,41,Female,50,No,Drunk Driving
636,2023-06-03,14:04:12,East Johnchester,Clear,Snowy,Daylight,3,1,Serious,Bus,38,Female,30,No,Drunk Driving
637,2024-10-06,07:13:17,North Gordonfurt,Snow,Snowy,Daylight,1,3,Fatal,Bus,44,Female,90,Yes,Bad Weather
638,2025-04-17,00:10:26,Smithborough,Windy,Wet,Daylight,5,0,Serious,Bus,77,Female,50,No,Mechanical Failure
639,2025-01-22,13:45:28,Manuelfurt,Rainy,Wet,Dark with street lights,4,0,Fatal,Bicycle,46,Female,90,No,Overspeeding
640,2024-01-19,06:38:12,Michaelville,Clear,Icy,Dark without lights,1,0,Serious,Bus,44,Male,70,No,Bad Weather
641,2023-12-02,14:08:11,Port Seanshire,Clear,Dry,Dark without lights,1,2,Serious,Car,44,Male,70,Yes,Distracted Driving
642,2023-06-15,06:58:11,Mullinsberg,Stormy,Wet,Daylight,2,3,Serious,Bicycle,62,Male,30,Yes,Drunk Driving
643,2024-09-06,20:13:38,Nicholasland,Stormy,Icy,Dark without lights,5,2,Serious,Van,42,Female,70,No,Drunk Driving
644,2024-04-05,12:07:15,Ericaberg,Fog,Wet,Dark with street lights,3,2,Fatal,Bus,48,Male,70,No,Other
645,2024-08-21,05:09:18,Timothytown,Stormy,Snowy,Dark without lights,5,1,Minor,Bicycle,32,Male,30,No,Drunk Driving
646,2025-03-03,22:03:42,West William,Snow,Wet,Dark without lights,4,0,Serious,Van,34,Female,90,Yes,Overspeeding
647,2025-01-13,04:37:55,South Miaburgh,Windy,Icy,Daylight,1,1,Fatal,Bicycle,34,Female,50,Yes,Distracted Driving
648,2025-02-10,16:40:55,Oconnellmouth,Snow,Wet,Daylight,5,2,Minor,Motorbike,63,Male,90,Yes,Mechanical Failure
649,2023-06-09,07:50:20,Erikaport,Windy,Wet,Dark with street lights,4,2,Minor,Van,57,Male,30,No,Overspeeding
650,2023-09-09,13:57:26,Christineside,Rainy,Snowy,Dark without lights,4,1,Serious,Motorbike,67,Male,30,Yes,Bad Weather
651,2023-09-25,14:07:28,North Jocelyn,Fog,Dry,Dark without lights,2,5,Fatal,Truck,26,Male,50,No,Bad Weather
652,2024-09-27,17:43:59,Ronaldville,Stormy,Snowy,Dark with street lights,4,0,Minor,Motorbike,52,Female,30,Yes,Bad Weather
653,2023-10-08,13:16:21,East Paulbury,Rainy,Wet,Dark without lights,2,3,Serious,Van,20,Male,30,Yes,Mechanical Failure
654,2024-02-24,08:05:06,West Dominique,Windy,Dry,Dark without lights,3,1,Serious,Bicycle,39,Female,90,No,Other
655,2025-03-26,13:11:35,Rebeccafort,Stormy,Wet,Dark with street lights,3,3,Serious,Motorbike,38,Male,90,Yes,Mechanical Failure
656,2024-01-09,16:28:17,Lake Geoffreyport,Clear,Icy,Dark without lights,1,4,Minor,Bicycle,22,Male,70,Yes,Mechanical Failure
657,2024-03-19,17:01:48,East Dylan,Fog,Icy,Dark with street lights,5,5,Minor,Bicycle,23,Male,110,No,Bad Weather
658,2024-01-30,20:53:08,Reginaville,Fog,Icy,Dark with street lights,5,3,Minor,Van,22,Male,50,No,Distracted Driving
659,2024-03-13,21:03:59,Kellyfurt,Snow,Wet,Dark without lights,4,1,Minor,Truck,40,Male,30,Yes,Drunk Driving
660,2024-05-03,08:36:25,Jerrytown,Stormy,Icy,Daylight,1,4,Minor,Bicycle,60,Male,90,No,Overspeeding
661,2024-08-17,02:32:14,Lake Ryan,Snow,Wet,Dark without lights,1,5,Fatal,Car,38,Male,50,No,Bad Weather
662,2024-12-18,16:50:34,Lisaborough,Fog,Dry,Dark with street lights,3,3,Minor,Bus,39,Male,50,Yes,Distracted Driving
663,2024-05-14,01:18:27,Port Jamesburgh,Rainy,Wet,Daylight,3,2,Fatal,Motorbike,72,Male,90,No,Mechanical Failure
664,2023-09-19,03:15:48,Tammystad,Stormy,Icy,Dark with street lights,5,2,Minor,Van,31,Female,50,Yes,Bad Weather
665,2025-03-31,11:04:40,Kennethbury,Windy,Dry,Daylight,2,1,Fatal,Car,42,Female,110,No,Drunk Driving
666,2024-12-01,07:57:31,Michealtown,Snow,Dry,Daylight,3,0,Fatal,Car,80,Female,110,Yes,Other
667,2023-12-28,09:11:04,West Jonbury,Stormy,Wet,Dark with street lights,4,5,Minor,Bus,24,Female,70,Yes,Drunk Driving
668,2024-07-28,11:06:54,Anthonystad,Stormy,Icy,Dark with street lights,2,0,Minor,Truck,49,Female,90,No,Other
669,2024-09-07,10:16:23,Hannahview,Snow,Wet,Dark without lights,2,4,Minor,Bus,40,Female,90,No,Other
670,2024-11-07,07:32:06,Wallborough,Rainy,Icy,Daylight,4,0,Fatal,Bus,38,Male,70,No,Other
671,2023-09-08,18:57:32,West Adrian,Stormy,Icy,Dark with street lights,4,4,Serious,Van,19,Male,110,Yes,Drunk Driving
672,2024-07-10,23:25:59,West Meredithport,Stormy,Icy,Daylight,2,0,Minor,Car,27,Female,50,No,Mechanical Failure
673,2024-05-24,04:01:38,Keithside,Fog,Snowy,Dark with street lights,2,5,Serious,Motorbike,28,Male,70,Yes,Overspeeding
674,2025-01-30,15:08:40,West Bradley,Fog,Dry,Daylight,2,3,Serious,Bicycle,71,Male,70,No,Distracted Driving
675,2024-04-16,05:25:04,Micheleborough,Snow,Dry,Dark without lights,4,0,Fatal,Bus,22,Male,30,No,Mechanical Failure
676,2025-01-13,02:33:56,Christinamouth,Rainy,Icy,Daylight,2,2,Minor,Motorbike,54,Male,70,No,Other
677,2024-12-21,19:38:53,South Georgeville,Rainy,Dry,Dark with street lights,2,5,Minor,Truck,26,Female,30,Yes,Distracted Driving
678,2024-05-19,02:41:35,Braunville,Fog,Wet,Daylight,1,4,Fatal,Truck,40,Male,30,Yes,Other
679,2023-11-16,17:40:19,New Williamfurt,Clear,Snowy,Dark with street lights,5,4,Serious,Bicycle,27,Male,30,Yes,Distracted Driving
680,2025-03-10,07:45:00,Stephensside,Rainy,Wet,Dark with street lights,1,0,Fatal,Motorbike,64,Male,50,Yes,Drunk Driving
681,2023-12-30,21:58:49,South Tanyaview,Stormy,Icy,Dark without lights,5,3,Minor,Van,59,Male,70,Yes,Mechanical Failure
682,2023-07-15,08:15:58,Melissaberg,Clear,Icy,Dark without lights,2,3,Minor,Bus,60,Male,30,No,Bad Weather
683,2025-01-09,12:32:27,Lake Erica,Snow,Icy,Dark without lights,2,5,Minor,Car,50,Female,110,Yes,Other
684,2023-06-15,08:23:24,East Kristenberg,Snow,Wet,Dark without lights,5,2,Serious,Bicycle,40,Female,30,No,Mechanical Failure
685,2023-12-01,20:31:51,New Jasmine,Windy,Icy,Daylight,3,2,Serious,Car,29,Male,30,Yes,Drunk Driving
686,2025-04-27,04:45:17,North Crystal,Windy,Snowy,Daylight,2,1,Minor,Car,73,Female,30,Yes,Other
687,2024-01-12,15:18:58,South Melissa,Rainy,Icy,Dark without lights,2,3,Minor,Bicycle,24,Female,70,No,Distracted Driving
688,2023-08-08,12:06:03,Barbaraton,Stormy,Dry,Daylight,5,5,Minor,Bicycle,53,Male,50,No,Distracted Driving
689,2023-06-11,04:46:26,West Richardshire,Windy,Wet,Dark without lights,5,2,Serious,Car,48,Female,90,Yes,Distracted Driving
690,2025-01-13,19:02:29,New Scottport,Stormy,Wet,Daylight,1,5,Serious,Truck,25,Male,110,No,Drunk Driving
691,2024-06-13,03:03:33,Hermanfurt,Snow,Dry,Dark with street lights,1,3,Minor,Van,36,Female,50,Yes,Drunk Driving
692,2024-08-07,16:35:40,Lake Paul,Fog,Dry,Daylight,1,4,Serious,Motorbike,52,Female,90,No,Bad Weather
693,2024-06-21,13:37:55,Jenniferfurt,Snow,Icy,Dark without lights,1,0,Fatal,Van,68,Female,50,Yes,Drunk Driving
694,2023-06-03,13:47:03,Port Alexishaven,Fog,Wet,Daylight,1,1,Serious,Van,28,Male,90,No,Bad Weather
695,2023-08-09,23:05:32,Lake Dylanview,Stormy,Snowy,Dark without lights,5,1,Minor,Car,29,Male,110,No,Overspeeding
696,2025-02-06,17:32:25,Port Curtishaven,Stormy,Wet,Daylight,4,2,Serious,Truck,19,Female,90,Yes,Overspeeding
697,2024-07-02,13:25:57,Rebeccaton,Windy,Wet,Dark without lights,2,1,Minor,Truck,57,Male,110,Yes,Other
698,2024-09-12,18:03:51,Lake Michealton,Stormy,Wet,Dark with street lights,4,1,Minor,Car,30,Female,90,No,Distracted Driving
699,2024-06-01,21:47:52,North Robertborough,Rainy,Snowy,Daylight,4,3,Fatal,Motorbike,38,Female,70,No,Drunk Driving
700,2024-04-18,02:21:16,Seanchester,Clear,Icy,Daylight,1,2,Fatal,Van,66,Female,30,Yes,Distracted Driving
701,2023-12-07,00:32:17,Johnsonstad,Fog,Dry,Dark with street lights,4,5,Fatal,Van,37,Male,70,No,Distracted Driving
702,2023-12-19,17:29:11,Jessicafort,Windy,Snowy,Daylight,1,4,Serious,Truck,66,Female,90,No,Mechanical Failure
703,2024-09-05,07:53:21,New Kimberlyburgh,Clear,Icy,Dark with street lights,3,1,Serious,Truck,33,Male,50,No,Other
704,2024-09-14,20:42:50,New Kyle,Clear,Dry,Daylight,2,5,Minor,Motorbike,65,Female,110,Yes,Mechanical Failure
705,2025-04-21,22:05:12,Port Madison,Windy,Wet,Daylight,2,0,Minor,Truck,35,Female,70,No,Mechanical Failure
706,2024-10-25,11:24:53,Armstrongstad,Windy,Icy,Dark with street lights,1,0,Minor,Car,41,Male,70,No,Drunk Driving
707,2025-01-17,04:53:58,Ronaldburgh,Stormy,Icy,Dark with street lights,5,0,Fatal,Bus,33,Male,70,No,Drunk Driving
708,2024-03-02,11:52:41,Johnsonburgh,Windy,Snowy,Dark with street lights,1,5,Fatal,Bicycle,47,Male,110,Yes,Distracted Driving
709,2024-10-28,10:00:16,East Thomas,Fog,Icy,Dark without lights,3,2,Serious,Bicycle,77,Male,90,No,Drunk Driving
710,2025-03-13,10:53:33,South Eric,Stormy,Icy,Daylight,3,5,Fatal,Motorbike,45,Male,30,No,Drunk Driving
711,2024-09-05,18:34:26,Christinehaven,Fog,Snowy,Daylight,2,1,Fatal,Van,21,Female,70,Yes,Distracted Driving
712,2023-12-03,11:36:38,West Brittany,Snow,Snowy,Daylight,1,5,Minor,Bus,20,Female,70,No,Distracted Driving
713,2025-04-07,17:23:46,South Brandonville,Stormy,Icy,Dark without lights,5,5,Minor,Motorbike,72,Male,90,No,Mechanical Failure
714,2024-11-20,12:11:11,South Tammymouth,Rainy,Wet,Daylight,5,2,Minor,Truck,64,Male,110,Yes,Overspeeding
715,2023-11-20,08:26:27,Calderonstad,Rainy,Snowy,Dark with street lights,3,2,Serious,Van,59,Female,110,Yes,Distracted Driving
716,2024-10-30,11:28:42,South Tiffanyville,Fog,Dry,Dark with street lights,4,3,Minor,Van,31,Male,110,No,Drunk Driving
717,2024-05-12,14:57:53,Port Frank,Clear,Dry,Daylight,1,5,Fatal,Bus,20,Female,50,Yes,Mechanical Failure
718,2025-03-28,12:27:26,New Craig,Windy,Snowy,Dark with street lights,3,1,Fatal,Bicycle,47,Male,90,No,Other
719,2025-04-03,03:26:16,North Noahmouth,Fog,Wet,Daylight,4,1,Serious,Bus,39,Female,110,Yes,Other
720,2023-06-15,20:51:53,Stephaniebury,Clear,Snowy,Daylight,2,5,Minor,Van,26,Male,70,No,Bad Weather
721,2025-04-06,19:13:08,Port Rebeccaview,Windy,Snowy,Dark with street lights,3,1,Serious,Truck,21,Male,70,No,Other
722,2023-12-17,15:07:29,Lake Troy,Stormy,Icy,Dark without lights,4,0,Serious,Van,64,Female,110,No,Overspeeding
723,2024-01-30,00:50:03,East Alexander,Stormy,Icy,Daylight,4,4,Serious,Van,52,Female,30,Yes,Mechanical Failure
724,2024-02-20,07:19:15,Robertsonborough,Stormy,Snowy,Daylight,5,1,Minor,Car,57,Female,70,No,Other
725,2024-09-07,01:55:06,Lake Melissachester,Stormy,Icy,Dark without lights,2,5,Serious,Bicycle,21,Male,90,Yes,Bad Weather
726,2024-06-08,06:57:00,Petersonmouth,Fog,Snowy,Daylight,4,0,Fatal,Bicycle,58,Female,90,Yes,Other
727,2023-12-22,13:34:56,South Robertton,Rainy,Wet,Daylight,4,2,Serious,Motorbike,41,Male,110,Yes,Other
728,2024-04-03,15:27:47,Andersonport,Fog,Wet,Dark with street lights,3,5,Minor,Bus,19,Female,30,Yes,Distracted Driving
729,2023-08-10,19:23:32,Alexanderborough,Rainy,Snowy,Daylight,3,5,Serious,Bus,22,Female,70,No,Bad Weather
730,2023-10-11,07:09:59,Johnshire,Windy,Dry,Dark without lights,2,5,Fatal,Bicycle,75,Male,70,No,Distracted Driving
731,2023-08-25,11:07:58,Franklinville,Stormy,Snowy,Dark without lights,5,1,Minor,Truck,31,Female,110,Yes,Bad Weather
732,2024-05-25,13:47:02,Mosschester,Windy,Wet,Daylight,5,1,Fatal,Truck,43,Female,30,No,Drunk Driving
733,2024-04-05,17:25:50,North Evan,Clear,Dry,Daylight,4,1,Minor,Car,33,Male,70,No,Bad Weather
734,2024-11-20,11:02:58,New Katrina,Clear,Wet,Dark without lights,2,5,Minor,Truck,34,Male,110,No,Drunk Driving
735,2024-07-13,04:40:32,Port Kaitlinside,Rainy,Icy,Dark without lights,2,4,Fatal,Bicycle,63,Female,30,No,Other
736,2024-03-03,11:33:16,Zacharyton,Windy,Wet,Dark without lights,4,3,Minor,Car,22,Male,30,No,Mechanical Failure
737,2025-02-27,21:22:07,New Billy,Rainy,Dry,Daylight,2,5,Minor,Car,20,Female,90,Yes,Drunk Driving
738,2024-02-11,03:29:48,Lake Jasonfurt,Stormy,Dry,Daylight,4,2,Serious,Motorbike,37,Male,90,No,Bad Weather
739,2025-02-14,00:35:05,West Jason,Snow,Snowy,Daylight,4,2,Minor,Bus,77,Male,50,No,Drunk Driving
740,2023-10-01,05:09:20,New Megan,Rainy,Wet,Dark with street lights,1,0,Minor,Bicycle,70,Female,50,Yes,Mechanical Failure
741,2024-05-25,11:23:20,Leslieshire,Fog,Wet,Daylight,1,0,Fatal,Car,49,Male,110,Yes,Distracted Driving
742,2025-04-16,23:19:32,Theresafurt,Stormy,Snowy,Dark with street lights,1,0,Fatal,Bus,49,Male,70,Yes,Drunk Driving
743,2025-03-11,21:40:44,East Sarah,Fog,Icy,Daylight,2,2,Serious,Bus,38,Female,110,No,Drunk Driving
744,2024-11-17,09:25:16,Keithfort,Snow,Dry,Dark without lights,5,4,Minor,Motorbike,72,Female,30,Yes,Mechanical Failure
745,2023-07-09,15:33:54,South Amandaborough,Windy,Wet,Daylight,1,1,Serious,Truck,26,Male,50,No,Other
746,2024-12-26,00:08:56,Teresaberg,Clear,Dry,Dark without lights,3,5,Serious,Motorbike,51,Female,110,No,Bad Weather
747,2023-05-08,02:41:03,Kevinstad,Clear,Dry,Dark with street lights,1,2,Minor,Bicycle,44,Male,50,Yes,Overspeeding
748,2024-02-27,06:27:35,Lisaton,Stormy,Wet,Dark without lights,1,5,Minor,Car,73,Male,90,No,Bad Weather
749,2024-09-23,09:33:54,Kennedymouth,Fog,Wet,Dark with street lights,2,3,Serious,Truck,65,Female,110,No,Mechanical Failure
750,2024-11-25,09:02:29,Alexhaven,Snow,Dry,Dark with street lights,1,4,Minor,Car,68,Female,50,Yes,Distracted Driving
751,2024-02-07,22:44:04,Barbaraview,Snow,Snowy,Dark with street lights,4,0,Serious,Truck,80,Male,110,Yes,Drunk Driving
752,2024-11-10,08:44:43,North Peterton,Fog,Dry,Dark without lights,1,2,Serious,Car,75,Male,50,Yes,Overspeeding
753,2023-06-07,17:30:02,Mindystad,Clear,Wet,Dark with street lights,2,4,Serious,Motorbike,67,Male,90,Yes,Other
754,2024-12-15,04:27:41,Port Rebecca,Stormy,Snowy,Daylight,1,5,Fatal,Car,21,Female,30,Yes,Mechanical Failure
755,2023-12-08,15:02:56,Arnoldshire,Snow,Snowy,Dark with street lights,2,5,Serious,Car,34,Male,110,Yes,Bad Weather
756,2023-05-12,00:47:49,Angelaview,Fog,Wet,Dark with street lights,3,3,Fatal,Truck,34,Male,50,Yes,Other
757,2024-04-13,03:11:00,North Andreamouth,Clear,Wet,Daylight,4,3,Serious,Bus,68,Female,50,No,Mechanical Failure
758,2025-01-07,12:10:35,Port Justinmouth,Rainy,Icy,Dark with street lights,4,3,Fatal,Car,43,Male,70,No,Distracted Driving
759,2023-11-22,17:29:59,Morganton,Snow,Icy,Dark without lights,4,0,Minor,Bicycle,66,Male,90,No,Distracted Driving
760,2024-05-26,19:07:51,West Juanville,Rainy,Snowy,Dark with street lights,2,3,Fatal,Motorbike,66,Male,70,No,Distracted Driving
761,2023-07-03,06:11:59,North Diana,Snow,Snowy,Dark with street lights,3,0,Serious,Car,21,Male,70,Yes,Bad Weather
762,2023-08-12,20:01:22,Lake Todd,Fog,Wet,Dark without lights,4,3,Serious,Car,24,Male,30,Yes,Distracted Driving
763,2025-04-16,07:22:33,West Morganside,Windy,Snowy,Dark with street lights,2,1,Serious,Bicycle,51,Female,110,Yes,Other
764,2024-03-01,16:16:53,Melissaborough,Clear,Dry,Daylight,3,1,Serious,Car,70,Male,50,No,Bad Weather
765,2025-03-22,17:57:00,Nelsonview,Snow,Snowy,Dark without lights,5,1,Minor,Car,80,Male,70,No,Other
766,2024-03-11,13:25:42,North Timothy,Windy,Dry,Dark with street lights,1,0,Minor,Truck,32,Male,30,No,Drunk Driving
767,2023-10-24,15:58:19,Meredithton,Windy,Dry,Dark with street lights,2,1,Fatal,Bicycle,59,Female,110,No,Drunk Driving
768,2024-12-01,19:24:04,Rogerland,Snow,Dry,Dark without lights,2,5,Serious,Bicycle,34,Male,90,No,Other
769,2023-05-01,13:31:18,Tinaberg,Stormy,Snowy,Daylight,5,4,Minor,Bicycle,28,Female,70,No,Distracted Driving
770,2023-06-18,23:23:29,New Andrew,Snow,Dry,Daylight,3,3,Minor,Bus,37,Male,70,No,Overspeeding
771,2024-07-05,15:41:59,West Brian,Fog,Icy,Dark with street lights,5,2,Serious,Truck,80,Male,90,Yes,Drunk Driving
772,2023-10-05,08:45:12,Port Nicholasfort,Windy,Dry,Daylight,5,2,Serious,Bus,21,Male,70,No,Overspeeding
773,2024-12-14,21:27:42,South Timothyview,Fog,Icy,Dark without lights,5,2,Minor,Bus,36,Male,110,Yes,Drunk Driving
774,2024-10-27,07:24:49,New Monicamouth,Rainy,Icy,Dark with street lights,3,2,Minor,Bicycle,43,Female,70,Yes,Mechanical Failure
775,2024-06-22,16:07:14,Deannachester,Clear,Snowy,Dark without lights,5,4,Fatal,Truck,19,Male,30,No,Overspeeding
776,2023-11-15,16:19:47,New Patriciaside,Snow,Icy,Daylight,5,2,Minor,Motorbike,25,Female,70,No,Drunk Driving
777,2024-02-07,11:17:48,East Jaredton,Rainy,Dry,Dark without lights,2,2,Minor,Bus,47,Male,30,No,Mechanical Failure
778,2025-03-17,18:48:34,Stephanieburgh,Fog,Wet,Dark with street lights,2,1,Minor,Bus,62,Male,30,Yes,Mechanical Failure
779,2024-12-09,10:54:22,West Yolanda,Fog,Snowy,Dark with street lights,3,2,Minor,Truck,44,Male,50,No,Mechanical Failure
780,2023-11-24,18:43:26,Barrettside,Snow,Wet,Dark without lights,5,0,Serious,Bus,19,Female,90,Yes,Drunk Driving
781,2024-06-22,02:09:46,Port Nicole,Clear,Wet,Dark without lights,2,3,Serious,Car,41,Male,70,Yes,Overspeeding
782,2024-04-11,05:16:12,Lake Andrew,Rainy,Icy,Daylight,5,1,Minor,Bicycle,27,Male,110,No,Bad Weather
783,2023-06-11,00:21:24,Alfredton,Rainy,Icy,Daylight,5,5,Fatal,Bicycle,35,Female,70,Yes,Overspeeding
784,2023-10-07,03:03:07,Port Matthew,Fog,Wet,Dark with street lights,2,1,Minor,Bus,65,Male,110,Yes,Bad Weather
785,2024-05-21,13:20:49,Cruzburgh,Clear,Wet,Dark without lights,5,2,Fatal,Bicycle,72,Male,90,Yes,Drunk Driving
786,2023-05-20,10:34:21,West Daniel,Snow,Icy,Dark with street lights,2,5,Fatal,Bus,73,Female,110,No,Other
787,2024-01-01,14:50:44,South Scott,Stormy,Icy,Dark without lights,2,1,Minor,Bus,61,Male,50,No,Distracted Driving
788,2024-10-19,05:02:27,New Paulbury,Clear,Snowy,Dark with street lights,4,5,Fatal,Van,80,Female,70,Yes,Mechanical Failure
789,2025-01-16,19:03:29,Jenniferfurt,Clear,Dry,Dark with street lights,2,5,Fatal,Bus,18,Female,70,No,Overspeeding
790,2024-12-04,04:09:12,Timothychester,Snow,Snowy,Dark without lights,4,0,Serious,Bicycle,41,Female,30,No,Overspeeding
791,2023-10-11,08:23:40,West Kristina,Clear,Dry,Dark without lights,4,4,Minor,Van,63,Male,30,Yes,Distracted Driving
792,2023-07-05,22:08:10,Gilbertland,Stormy,Snowy,Dark without lights,5,5,Minor,Truck,28,Male,110,Yes,Mechanical Failure
793,2023-05-13,20:24:03,West Jonathanport,Fog,Wet,Daylight,4,3,Serious,Bicycle,24,Male,110,Yes,Drunk Driving
794,2023-09-03,11:11:23,Chanton,Snow,Dry,Dark with street lights,4,1,Serious,Van,22,Female,70,Yes,Mechanical Failure
795,2023-07-27,09:41:06,Rhondaton,Windy,Wet,Daylight,5,4,Minor,Van,48,Female,110,Yes,Mechanical Failure
796,2024-02-11,23:31:09,Johnsonview,Rainy,Icy,Dark without lights,2,5,Minor,Bus,27,Male,70,Yes,Other
797,2024-11-03,20:47:12,Masonshire,Rainy,Snowy,Dark with street lights,5,3,Fatal,Motorbike,48,Female,110,No,Mechanical Failure
798,2023-08-29,15:56:30,Arielburgh,Clear,Wet,Daylight,3,0,Minor,Bus,70,Male,50,No,Mechanical Failure
799,2024-03-02,13:49:46,Lake Matthewville,Snow,Wet,Daylight,1,1,Serious,Car,41,Male,70,No,Overspeeding
800,2025-04-19,16:44:42,New Anna,Fog,Wet,Dark with street lights,3,4,Fatal,Car,72,Female,50,No,Overspeeding
801,2024-12-10,10:42:19,Wangville,Snow,Wet,Dark with street lights,3,0,Minor,Bicycle,79,Female,110,Yes,Other
802,2023-08-28,06:58:26,Robertland,Snow,Wet,Dark without lights,4,4,Fatal,Car,52,Female,110,Yes,Drunk Driving
803,2024-09-30,10:44:36,Kathleenview,Fog,Wet,Dark with street lights,2,5,Serious,Car,40,Male,90,Yes,Distracted Driving
804,2025-04-09,19:44:18,Ronaldview,Stormy,Snowy,Dark with street lights,5,0,Fatal,Bus,35,Female,50,Yes,Mechanical Failure
805,2025-03-07,14:57:24,Leefurt,Stormy,Icy,Daylight,5,1,Minor,Car,41,Male,90,No,Overspeeding
806,2024-10-26,12:31:12,Hollandville,Snow,Icy,Daylight,4,1,Serious,Motorbike,26,Male,90,Yes,Mechanical Failure
807,2023-06-02,23:12:21,Wiseburgh,Fog,Dry,Dark without lights,2,2,Fatal,Truck,34,Male,70,Yes,Mechanical Failure
808,2024-03-04,18:46:02,West Deborahfurt,Snow,Dry,Dark without lights,2,4,Fatal,Motorbike,52,Male,70,Yes,Drunk Driving
809,2025-02-25,22:54:03,Tuckerbury,Clear,Wet,Daylight,5,1,Minor,Bus,32,Female,50,Yes,Bad Weather
810,2023-07-09,11:04:03,Meyertown,Fog,Wet,Dark without lights,4,1,Minor,Bus,20,Male,110,Yes,Drunk Driving
811,2024-05-16,12:46:55,Meganton,Clear,Wet,Dark without lights,2,1,Serious,Motorbike,68,Male,30,No,Overspeeding
812,2024-11-17,07:00:02,East Davidchester,Snow,Icy,Dark without lights,5,3,Fatal,Bicycle,66,Male,50,No,Distracted Driving
813,2023-08-03,12:01:30,Juantown,Clear,Dry,Dark with street lights,5,5,Fatal,Truck,65,Male,30,Yes,Mechanical Failure
814,2024-03-17,07:59:32,Gonzalezborough,Rainy,Dry,Daylight,3,1,Minor,Truck,73,Male,30,Yes,Overspeeding
815,2024-10-21,17:14:02,Everettport,Fog,Dry,Daylight,5,5,Minor,Truck,51,Female,50,Yes,Mechanical Failure
816,2025-02-23,00:36:49,Lewistown,Clear,Dry,Daylight,4,5,Serious,Van,33,Male,30,No,Drunk Driving
817,2024-03-25,11:27:29,Cummingsstad,Fog,Wet,Dark without lights,2,4,Fatal,Car,70,Male,30,Yes,Distracted Driving
818,2024-06-18,23:57:44,North Kennethbury,Snow,Snowy,Dark with street lights,3,0,Fatal,Car,43,Male,30,Yes,Overspeeding
819,2025-02-15,01:00:02,Adamsfurt,Clear,Wet,Daylight,1,0,Serious,Bus,54,Female,90,Yes,Bad Weather
820,2023-11-17,06:57:28,New Joseph,Snow,Dry,Daylight,3,5,Minor,Truck,80,Male,90,No,Other
821,2024-12-13,02:00:28,New Jeffrey,Rainy,Dry,Dark without lights,4,3,Serious,Bus,32,Female,110,Yes,Bad Weather
822,2024-11-27,07:43:09,Sandershaven,Windy,Snowy,Daylight,5,1,Serious,Bus,36,Female,50,No,Distracted Driving
823,2023-06-21,18:33:28,New Michaelville,Snow,Snowy,Dark without lights,3,0,Fatal,Bicycle,33,Female,70,Yes,Bad Weather
824,2024-01-21,17:34:48,East Anitaville,Windy,Icy,Dark without lights,4,5,Serious,Bus,59,Female,30,No,Overspeeding
825,2024-04-25,21:11:33,Jonathantown,Windy,Wet,Dark without lights,2,0,Serious,Bicycle,76,Male,70,No,Distracted Driving
826,2023-06-16,03:56:35,West Annemouth,Windy,Snowy,Dark with street lights,3,5,Fatal,Car,52,Female,90,Yes,Drunk Driving
